canonical_name,display_name,matched_name,country_code,openalex_id,ror_id,works_2020_2024,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,oa_share,international_collab_proxy_share,field_entropy,active_fields,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
University of Mainz,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,DE,https://openalex.org/I197323543,https://ror.org/023b0x485,32895,561226,561226,945,17.061133910928714,3.694370105242419,945,0.74859401124791,0.4037294936506238,1.189264905095407,5,False,151-200,,223
University of Muenster,University of Münster,University of Münster,DE,https://openalex.org/I22465464,https://ror.org/00pd74e08,27696,354430,354430,714,12.797154823801272,3.4870288348549217,714,0.7204650491045639,0.4944623540629183,1.738253758688752,6,False,151-200,370,218
Universität Heidelberg,Heidelberg University,Heidelberg University,DE,https://openalex.org/I223822909,https://ror.org/038t36y30,78911,1423907,1423907,1580,18.044467818174905,3.9818711128754796,1580,0.7888634030743495,0.4552629970943004,1.3910412838947617,4,True,51,86,68
Aarhus University,Aarhus University,Aarhus University,DK,https://openalex.org/I204337017,https://ror.org/01aj84f44,66123,839146,839146,854,12.690682515917306,3.131595696317624,854,0.7518715121818429,0.5423642640301708,2.0948717935841623,7,False,85,128,117
Technical University of Denmark,Technical University of Denmark,Technical University of Denmark,DK,https://openalex.org/I96673099,https://ror.org/04qtj9h94,41116,703874,703874,979,17.119223659889094,4.002838441822534,979,0.808128222589746,0.46435277685042914,1.4347074519983,6,False,151-200,105,189
University of Copenhagen,University of Copenhagen,University of Copenhagen,DK,https://openalex.org/I124055696,https://ror.org/035b05819,87071,1404268,1404268,1222,16.127849685888528,4.011789904657202,1222,0.8403946204821353,0.5472047968780253,1.8821768571923077,9,True,35,90,45
Autonomous University of Barcelona,Universitat Autònoma de Barcelona,Universitat Autònoma de Barcelona,ES,https://openalex.org/I123044942,https://ror.org/052g8jq94,43549,617962,617962,757,14.190038806861237,3.2807533475159554,757,0.8009598383430159,0.5445105331270209,2.06602887785862,10,False,301-400,211,131
Complutense University of Madrid,Universidad Complutense de Madrid,Universidad Complutense de Madrid,ES,https://openalex.org/I121748325,https://ror.org/02p0gd045,48109,453846,453846,606,9.43370263360286,2.3294204400510203,606,0.8072086304017959,0.38109399837102664,1.4369453386451179,5,False,301-400,199,296
Universitat de Barcelona,Universitat de Barcelona,Universitat de Barcelona,ES,https://openalex.org/I71999127,https://ror.org/021018s57,57605,900211,900211,990,15.62730665740821,3.4126366499907355,990,0.8175505598472355,0.46343749985689336,1.5899818852167886,7,True,151-200,165,88
Aalto University,Aalto University,Aalto University,FI,https://openalex.org/I9927081,https://ror.org/020hwjq30,22675,391154,391154,486,17.25045203969129,3.7483007380843167,486,0.8557001102535833,0.4908027673562605,1.6474441904400021,6,False,401-500,126,290
University of Helsinki,University of Helsinki,University of Helsinki,FI,https://openalex.org/I133731052,https://ror.org/040af2s02,60753,949116,949116,1159,15.622537158658831,2.9441631559283166,1159,0.8705413724425132,0.4964825144838149,1.8966159539048255,7,False,94,123,109
Aix Marseille University,Aix-Marseille Université,Aix-Marseille Université,FR,https://openalex.org/I21491767,https://ror.org/035xkbk20,47591,591046,591046,782,12.41928095648337,2.178581996423471,782,0.7340463533020949,0.39215418164354665,1.5379577642772082,6,False,151-200,443,247
Institut Polytechnique de Paris,Institut Polytechnique de Paris,Institut Polytechnique de Paris,FR,https://openalex.org/I4210145102,https://ror.org/042tfbd02,3764,34082,34082,170,9.054729011689691,2.247704014694306,170,0.65807651434644,0.24585491654196806,0.7247620316705354,4,False,201-300,43,328
PSL Research University Paris (ComUE),Université Paris Sciences et Lettres,Université Paris Sciences et Lettres,FR,https://openalex.org/I2746051580,https://ror.org/013cjyk83,24012,486354,486354,684,20.254622688655672,5.246032091142323,684,0.8340413126769949,0.44041092251076885,0.9671622536902719,4,False,34,34,108
Paris-Saclay University,Université Paris-Saclay,Université Paris-Saclay,FR,https://openalex.org/I277688954,https://ror.org/03xjwb503,79487,1236126,1236126,1092,15.55129769647867,3.6228172738179847,1092,0.7693333501075648,0.35958666009562146,0.9689893858178528,5,False,13,76,82
Sorbonne University,Sorbonne Université,Sorbonne Université,FR,https://openalex.org/I39804081,https://ror.org/02en5vm52,110728,1561623,1561623,1460,14.103234954121811,3.8412867537054742,1460,0.7411494834188281,0.4085306417040444,1.1754468595364373,5,False,43,73,67
University of Montpellier,Université de Montpellier,Université de Montpellier,FR,https://openalex.org/I19894307,https://ror.org/051escj72,54904,683267,683267,743,12.444758123269708,3.0492751194167433,743,0.7941315751129244,0.5253189545653385,2.0246637195400954,8,False,151-200,473,259
University of Strasbourg,Université de Strasbourg,Université de Strasbourg,FR,https://openalex.org/I68947357,https://ror.org/00pg6eq24,29940,381567,381567,659,12.74438877755511,3.3808102095773327,659,0.7312959251837008,0.5049062930766989,1.8238052392031214,7,False,101-150,456,331
Universit茅 Grenoble Alpes,Université Grenoble Alpes,Université Grenoble Alpes,FR,https://openalex.org/I899635006,https://ror.org/02rx3b187,61132,643162,643162,792,10.520872865275143,2.020590769502684,792,0.7493293201596545,0.40375823783381115,1.6438655455670856,7,False,151-200,387,320
Universit茅 Paris Cit茅,Université Paris Cité,Université Paris Cité,FR,https://openalex.org/I204730241,https://ror.org/05f82e368,86985,1628051,1628051,1641,18.716456860378226,4.876339380549773,1641,0.7099499913778238,0.5584757302611429,1.7086477010558285,8,False,60,303,61
Cardiff University,Cardiff University,Cardiff University,GB,https://openalex.org/I79510175,https://ror.org/03kk7td41,35083,627867,627867,1214,17.89661659493202,4.131382010459707,1214,0.7903543026537069,0.5405394486359518,1.813512724981142,8,True,201-300,179,211
Durham University,Durham University,Durham University,GB,https://openalex.org/I190082696,https://ror.org/01v29qb04,25472,362858,362858,723,14.245367462311558,4.955061704115247,723,0.8298523869346733,0.4029943232259714,0.8429849002530199,4,False,201-300,85,270
Imperial College London,Imperial College London,Imperial College London,GB,https://openalex.org/I47508984,https://ror.org/041kmwe10,113313,2218429,2218429,1545,19.577886032494064,6.3179940627313025,1545,0.8179820497206852,0.6145386316015207,1.6216574315835282,6,True,26,2,14
King's College London,King's College London,King's College London,GB,https://openalex.org/I183935753,https://ror.org/0220mzb33,79415,1505588,1505588,1229,18.958483913618334,3.6408172057639763,1229,0.7873323679405654,0.4479681087146501,1.4440277457729993,7,True,61,37,42
Lancaster University,Lancaster University,Lancaster University,GB,https://openalex.org/I67415387,https://ror.org/04f2nsd36,21713,346678,346678,683,15.966379588265095,3.5482788335071884,683,0.7717496430709713,0.4691093532467745,1.5839530176626315,6,False,301-400,164,324
London School of Hygiene and Tropical Medicine,London School of Hygiene & Tropical Medicine,London School of Hygiene & Tropical Medicine,GB,https://openalex.org/I4210089966,https://ror.org/00a0jsq62,56263,666737,666737,1053,11.85036347155324,3.4880296197316407,1053,0.9625508771306187,0.48100796800070345,1.664922556459396,8,True,201-300,,127
Newcastle University,Newcastle University,Newcastle University,GB,https://openalex.org/I84884186,https://ror.org/01kj2bm70,39649,649113,649113,881,16.371484778935155,3.498903017292222,881,0.7772453277510152,0.46311938109149575,1.564832436415364,6,True,201-300,149,202
Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,GB,https://openalex.org/I166337079,https://ror.org/026zzn846,39160,823969,823969,973,21.04108784473953,4.413563360395341,973,0.7661644535240041,0.4386902503924669,1.1838406847089127,5,False,201-300,103,101
Queen's University Belfast,Queen's University Belfast,Queen's University Belfast,GB,https://openalex.org/I126231945,https://ror.org/00hswnk62,27401,502586,502586,656,18.341885332652094,3.6944259899016743,656,0.8087661034268823,0.48231712894278456,1.6159932360886426,6,False,301-400,174,241
The London School of Economics and Political Science,London School of Economics and Political Science,London School of Economics and Political Science,GB,https://openalex.org/I909854389,https://ror.org/0090zs177,16566,224378,224378,543,13.544488711819389,2.950952858575727,543,0.77411565857781,0.32797854543085025,0.9797688313234432,4,False,151-200,62,223
The University of Edinburgh,University of Edinburgh,University of Edinburgh,GB,https://openalex.org/I98677209,https://ror.org/01nrxwf90,75816,1321808,1321808,1328,17.434420175160916,3.860713065269393,1328,0.843647778832964,0.49068151111295316,1.6162648983597274,5,False,37,35,41
The University of Manchester,University of Manchester,University of Manchester,GB,https://openalex.org/I28407311,https://ror.org/027m9bs27,73786,1275431,1275431,1228,17.285541972731956,3.6271873643648838,1228,0.808080123600683,0.4001208365613883,1.1879099711021566,4,False,46,40,68
The University of Sheffield,University of Sheffield,University of Sheffield,GB,https://openalex.org/I91136226,https://ror.org/05krs5044,43737,691465,691465,976,15.809611998993987,3.5951640075314635,976,0.7695086540000458,0.5630752394735653,2.0814731967442586,10,False,151-200,82,186
The University of Warwick,University of Warwick,University of Warwick,GB,https://openalex.org/I39555362,https://ror.org/01a77tt86,38098,566040,566040,768,14.857472833219592,3.6804764370792338,768,0.7737938999422542,0.4424515448331333,1.403304115945356,7,False,101-150,68,200
University College London,University College London,University College London,GB,https://openalex.org/I45129253,https://ror.org/02jx3x895,162171,3227918,3227918,2048,19.90440954301324,5.007683612515957,2048,0.8275030677494744,0.5157334430976579,1.4408891890435345,6,True,14,8,9
University of Bath,University of Bath,University of Bath,GB,https://openalex.org/I51601045,https://ror.org/002h8g185,20064,305729,305729,609,15.237689393939394,3.3267620847961115,609,0.791267942583732,0.5434255561733509,2.0476455361267103,10,False,401-500,125,386
University of Birmingham,University of Birmingham,University of Birmingham,GB,https://openalex.org/I79619799,https://ror.org/03angcq70,52301,1009806,1009806,1169,19.30758494101451,4.620143755345808,1169,0.7967534081566318,0.5172358108265791,1.554267476453541,8,True,151-200,68,97
University of Bristol,University of Bristol,University of Bristol,GB,https://openalex.org/I36234482,https://ror.org/0524sp257,52614,1023217,1023217,1155,19.44761850458053,3.1409082414501963,1155,0.835690120500247,0.5476247878677173,2.120908853501595,9,False,98,57,115
University of Cambridge,University of Cambridge,University of Cambridge,GB,https://openalex.org/I241749,https://ror.org/013meh722,110065,2283977,2283977,1796,20.751165220551492,5.967730059248605,1796,0.8110571026211784,0.5039426467734455,1.1162029341995243,5,True,4,6,5
University of Exeter,University of Exeter,University of Exeter,GB,https://openalex.org/I23923803,https://ror.org/03yghzc09,40047,706088,706088,791,17.631483007466226,3.688070665232614,791,0.8341448797662746,0.4983163929950479,1.7045973358964492,6,False,151-200,136,138
University of Glasgow,University of Glasgow,University of Glasgow,GB,https://openalex.org/I7882870,https://ror.org/00vtgdb53,49763,899868,899868,1403,18.08307376966823,4.481260397299149,1403,0.8706669613970219,0.5512250027724348,1.776542206471826,7,True,101-150,80,77
University of Leeds,University of Leeds,University of Leeds,GB,https://openalex.org/I130828816,https://ror.org/024mrxd33,47943,786136,786136,927,16.397305133178982,3.1296626599457156,927,0.7836389045324657,0.44346328600585644,1.5583484049968324,5,False,151-200,77,146
University of Leicester,University of Leicester,University of Leicester,GB,https://openalex.org/I153648349,https://ror.org/04h699437,26375,459108,459108,801,17.406938388625594,4.265679751171306,801,0.8113744075829384,0.4331991897947423,1.194174931773304,4,False,301-400,314,166
University of Liverpool,University of Liverpool,University of Liverpool,GB,https://openalex.org/I146655781,https://ror.org/04xs57h96,58575,842907,842907,1075,14.39021766965429,3.5959550202515453,1075,0.7958685446009389,0.38641323191252663,1.121955305036281,4,True,101-150,139,169
University of Nottingham,University of Nottingham,University of Nottingham,GB,https://openalex.org/I142263535,https://ror.org/01ee9ar58,44941,760603,760603,862,16.924478761042256,3.594171070390959,862,0.8134665450257004,0.5417669736519694,1.966035475324949,10,True,101-150,97,155
University of Oxford,University of Oxford,University of Oxford,GB,https://openalex.org/I40120149,https://ror.org/052gg0110,231371,2790702,2790702,2050,12.06158939538663,4.504785908801205,2050,0.8873454322278937,0.5856422935565508,1.957046267426501,8,True,6,4,4
University of Reading,University of Reading,University of Reading,GB,https://openalex.org/I71052956,https://ror.org/05v62cm79,18774,285542,285542,642,15.209438585277512,2.605348408816617,642,0.8053691275167785,0.38071405987395707,1.359965548160305,4,False,401-500,196,408
University of Southampton,University of Southampton,University of Southampton,GB,https://openalex.org/I43439940,https://ror.org/01ryk1543,42608,787550,787550,912,18.483618099887344,3.02772518552371,912,0.7733289523094254,0.37425181830260645,1.2101958438470073,4,False,151-200,111,125
University of St Andrews,University of St Andrews,University of St Andrews,GB,https://openalex.org/I16835326,https://ror.org/02wn5qz54,17604,242734,242734,647,13.788570779368325,3.587878423834695,647,0.8035105657805044,0.5236301630467997,1.8692581797491876,9,False,301-400,115,375
University of York,University of York,University of York,GB,https://openalex.org/I52099693,https://ror.org/04m01e293,26637,512470,512470,736,19.239028419116266,2.767359294416623,736,0.7950595036978638,0.5532357544128752,2.252798848887122,10,True,201-300,158,328
City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,HK,https://openalex.org/I168719708,https://ror.org/03q8dnn23,37746,950268,950268,645,25.17532983627404,8.667763351154456,645,0.49223758808880413,0.6316438481909162,1.2578633664079963,5,False,99,52,47
The Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,https://openalex.org/I177725633,https://ror.org/00t33hh48,54906,1203757,1203757,1090,21.923960951444286,3.1101328613425907,1090,0.6322624121225368,0.514027666996396,1.9468268447864334,10,True,101-150,18,28
The Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,HK,https://openalex.org/I14243506,https://ror.org/0030zas98,48793,1150425,1150425,651,23.57766482897137,6.690280572322826,651,0.5380484905621709,0.6309351019227964,1.609614121228375,8,False,151-200,50,52
The Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,HK,https://openalex.org/I200769079,https://ror.org/00q4vv597,28295,659216,659216,738,23.297967838840783,6.450022678984936,738,0.5078635801378335,0.6713008877877575,1.8940387840733286,10,False,201-300,33,82
The University of Hong Kong,University of Hong Kong,University of Hong Kong,HK,https://openalex.org/I889458895,https://ror.org/02zhqgq86,73661,1569411,1569411,1158,21.305860631813307,4.867572918767301,1158,0.6475475489064769,0.6554032151744978,2.2373597043467277,12,True,67,11,40
Universitas Indonesia,University of Indonesia,University of Indonesia,ID,https://openalex.org/I29617571,https://ror.org/0116zj450,46027,215953,215953,259,4.691876507267473,1.1878433267128312,259,0.849392747735025,0.33631062421471836,1.503711781550113,5,False,,191,727
"Trinity College Dublin, The University of Dublin",Trinity College Dublin,Trinity College Dublin,IE,https://openalex.org/I205274468,https://ror.org/02tyrky19,28336,488335,488335,854,17.233730942970073,3.8544439372124875,854,0.7579757199322417,0.5983715350813058,2.202741174179179,11,True,201-300,75,213
University College Dublin,University College Dublin,University College Dublin,IE,https://openalex.org/I100930933,https://ror.org/05m7pjf47,31623,511601,511601,655,16.17812984220346,3.2824104412407165,655,0.7472093096796636,0.5076043393467222,1.8651723932694002,7,False,301-400,100,258
Technion-Israel Institute of Technology,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,IL,https://openalex.org/I174306211,https://ror.org/03qryx823,21481,311769,311769,713,14.513709790047018,3.7191209159921153,713,0.598854801917974,0.38207104482828946,1.064935998982401,3,False,97,334,394
Tel Aviv University,Tel Aviv University,Tel Aviv University,IL,https://openalex.org/I16391192,https://ror.org/04mhzgx49,47005,715879,715879,914,15.229847888522498,3.370407168221376,914,0.6532283799595787,0.4420871811176469,1.4855118632963977,7,False,201-300,208,193
The Hebrew University of Jerusalem,Hebrew University of Jerusalem,Hebrew University of Jerusalem,IL,https://openalex.org/I197251160,https://ror.org/03qxff017,30304,419997,419997,839,13.859457497360085,2.6708449815132114,839,0.6694495776135164,0.5690797576573348,2.3650387481474238,12,False,88,218,288
Weizmann Institute of Science,Weizmann Institute of Science,Weizmann Institute of Science,IL,https://openalex.org/I53964585,https://ror.org/0316ej306,13753,343430,343430,1077,24.971278993674108,5.423792980580795,1077,0.7916818148767542,0.5407963243594502,1.4640076258691537,7,False,71,,183
Indian Institute of Technology Bombay (IITB),Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,IN,https://openalex.org/I162827531,https://ror.org/02qyf5152,20180,229550,229550,394,11.375123885034688,2.849676095441194,394,0.37462834489593655,0.4658160049023582,1.7557458697923238,8,False,801-900,134,657
Indian Institute of Technology Delhi (IITD),Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,IN,https://openalex.org/I68891433,https://ror.org/049tgcd06,24442,306262,306262,390,12.530153015301531,3.0435379704550516,390,0.36666393912118483,0.344657576189069,1.045201049234424,4,False,601-700,118,697
Alma Mater Studiorum - Università di Bologna,University of Bologna,University of Bologna,IT,https://openalex.org/I9360294,https://ror.org/01111rn36,62247,870343,870343,890,13.982087490160168,2.971549404075356,890,0.8238308673510369,0.3458733289825043,1.0713482574216275,2,False,201-300,123,150
Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,IT,https://openalex.org/I93860229,https://ror.org/01nffqt88,41544,438268,438268,520,10.54948969766994,0.47170187517888323,520,0.7526477951088003,0.30876805934100493,1.5485893881093526,9,False,,87,
Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,IT,https://openalex.org/I861853513,https://ror.org/02be6w209,74158,994289,994289,1075,13.407710563931067,3.4491507695372814,1075,0.7083524366892311,0.4248063495487995,1.370294646212183,7,False,101-150,111,155
University of Milan,University of Milan,University of Milan,IT,https://openalex.org/I189158943,https://ror.org/00wjc7c48,75154,1042235,1042235,933,13.867991058360166,0.32841833264970466,933,0.8380658381456743,0.312435942317869,1.607409217313148,6,True,151-200,270,160
University of Padua,University of Padua,University of Padua,IT,https://openalex.org/I138689650,https://ror.org/00240q980,61869,1021904,1021904,1115,16.517221872019913,3.18036553744967,1115,0.762417365724353,0.33397056447067536,0.9500190709043459,3,False,151-200,,175
Hokkaido University,Hokkaido University,Hokkaido University,JP,https://openalex.org/I205349734,https://ror.org/02e16g702,34344,409387,409387,646,11.920189843931983,0.9280621249558771,646,0.7230666200791986,0.39678663569095124,1.902638940430832,9,False,201-300,179,405
Institute of Science Tokyo,Yomiuri Science and Technology College,Yomiuri Science and Technology College,JP,https://openalex.org/I4210123323,https://ror.org/0364rgm75,4,16,16,10,4.0,4.0,10,0.75,0.5295477657438,1.7894973911376486,0,False,101-150,97,338
Kyoto University,Kyoto University,Kyoto University,JP,https://openalex.org/I22299242,https://ror.org/02kpeqv85,62502,772909,772909,1115,12.366148283254935,2.88656379081911,1115,0.6991456273399251,0.3850443567267837,1.307127518256579,8,False,46,64,162
Kyushu University,Kyushu University,Kyushu University,JP,https://openalex.org/I135598925,https://ror.org/00p4k0j84,40177,449612,449612,697,11.190780794982203,2.509827869165299,697,0.6720760634193693,0.4780318356785328,1.9143513238506953,7,False,201-300,171,331
Nagoya University,Nagoya University,Nagoya University,JP,https://openalex.org/I60134161,https://ror.org/04chrp450,36329,453497,453497,744,12.483057612375788,1.2738751044690277,744,0.6847422169616559,0.2600784761890841,1.0664006324974045,6,False,101-150,156,328
The University of Osaka,The University of Osaka,The University of Osaka,JP,https://openalex.org/I98285908,https://ror.org/035t8zc32,47344,583018,583018,1095,12.31450659006421,3.0642464178037483,1095,0.6642235552551538,0.3953130612729854,1.3146459734893863,7,False,201-300,95,264
The University of Tokyo,The University of Tokyo,The University of Tokyo,JP,https://openalex.org/I74801974,https://ror.org/057zh3y96,97146,1310910,1310910,1383,13.49422518683219,3.9207596064299306,1383,0.7037757601959936,0.4234391859922654,1.234825134896405,6,False,31,39,72
Tohoku University,Tohoku University,Tohoku University,JP,https://openalex.org/I201537933,https://ror.org/01dq60k83,47206,544116,544116,866,11.526416133542346,2.9638000763067534,866,0.6588569249671652,0.3812017123590598,1.265291068207953,4,False,201-300,102,268
Hanyang University,Hanyang University,Hanyang University,KR,https://openalex.org/I4575257,https://ror.org/046865y68,26034,458759,458759,515,17.621533379426904,4.328431241477045,515,0.562764077744488,0.42005349051050545,1.10575413511683,4,False,201-300,155,415
KAIST,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,https://openalex.org/I157485424,https://ror.org/05apxxy63,26044,490573,490573,675,18.836315466134234,5.042400815765135,675,0.48418061741667945,0.4800071115471334,1.2374634604989205,6,False,201-300,65,245
Korea University,Korea University,Korea University,KR,https://openalex.org/I197347611,https://ror.org/047dqcg40,34336,677573,677573,646,19.73360321528425,5.42518756698821,646,0.5640726933830382,0.5395844641017189,1.4570483882565222,5,False,201-300,52,255
Pohang University of Science And Technology (POSTECH),Pohang University of Science and Technology,Pohang University of Science and Technology,KR,https://openalex.org/I123900574,https://ror.org/04xysgw12,13451,279535,279535,599,20.781726265705153,5.807279063014229,599,0.4891086164597428,0.523180889297037,1.264233422751853,4,False,301-400,106,345
Seoul National University,Seoul National University,Seoul National University,KR,https://openalex.org/I139264467,https://ror.org/04h9pn542,67203,1051249,1051249,966,15.642887966311028,3.6389003147150825,966,0.6849545407199084,0.5106461125596611,1.784899842676392,8,False,81,38,121
Sungkyunkwan University,Sungkyunkwan University,Sungkyunkwan University,KR,https://openalex.org/I848706,https://ror.org/04q78tk20,39949,716725,716725,706,17.940999774712758,4.787811205680215,706,0.6225687751883652,0.5244939022142461,1.5481570188687575,5,False,151-200,108,244
Yonsei University,Yonsei University,Yonsei University,KR,https://openalex.org/I193775966,https://ror.org/01wjejq96,54139,963114,963114,683,17.789652561000388,3.8044861799323146,683,0.7005116459483921,0.48499362923154415,1.6006448362872765,6,True,151-200,42,135
Al-Farabi Kazakh National University,Al-Farabi Kazakh National University,Al-Farabi Kazakh National University,KZ,https://openalex.org/I185571130,https://ror.org/03q0vrn42,9293,62723,62723,130,6.749488862584741,2.0231292517006803,130,0.7675669859033681,0.38860351075671073,1.5608837208543902,7,False,,177,
Tecnológico de Monterrey,Tecnológico de Monterrey,Tecnológico de Monterrey,MX,https://openalex.org/I98461037,https://ror.org/03ayjn504,16018,206758,206758,282,12.907853664627295,2.559686888454012,282,0.6491447121987763,0.44752414244874783,1.735152516181247,7,False,,188,603
Universidad Nacional Autónoma de México (UNAM),Universidad Nacional Autónoma de México,Universidad Nacional Autónoma de México,MX,https://openalex.org/I8961855,https://ror.org/01tmp8f25,72891,520826,520826,635,7.14527170706946,1.9985482364228546,635,0.7949403904460084,0.44296054148771347,1.8627250869888805,8,False,,145,
Universiti Kebangsaan Malaysia (UKM),National University of Malaysia,National University of Malaysia,MY,https://openalex.org/I885383172,https://ror.org/00bw8d226,35099,409977,409977,406,11.68058919057523,2.9882938915857604,406,0.7703923188694835,0.47603893657898433,1.7736221868218354,6,False,701-800,130,546
Universiti Malaya (UM),University of Malaya,University of Malaya,MY,https://openalex.org/I33849332,https://ror.org/00rzspn62,34651,466316,466316,599,13.457504833915326,3.1209227115389475,599,0.6732850422787221,0.5225189247051873,1.9900062092296589,7,False,601-700,56,311
Universiti Putra Malaysia (UPM),Universiti Putra Malaysia,Universiti Putra Malaysia,MY,https://openalex.org/I130343225,https://ror.org/02e91jd64,31835,368116,368116,463,11.563247997487043,2.7973920318495225,463,0.7693105073032825,0.5221385344532296,2.0757818112446453,10,False,,138,543
Universiti Sains Malaysia (USM),Universiti Sains Malaysia,Universiti Sains Malaysia,MY,https://openalex.org/I139322472,https://ror.org/02rgb2k63,30044,420073,420073,450,13.981926507788577,3.1510028322062307,450,0.6407602183464253,0.554504270723164,2.155524789693195,9,False,,128,378
Universiti Teknologi Malaysia,University of Technology Malaysia,University of Technology Malaysia,MY,https://openalex.org/I4576418,https://ror.org/026w31v75,28287,363379,363379,433,12.846148407395624,2.8146296118216494,433,0.6397638491179694,0.4510203122408126,1.6849182803078604,7,False,,158,429
Delft University of Technology,Delft University of Technology,Delft University of Technology,NL,https://openalex.org/I98358874,https://ror.org/02e2c7k09,47773,658878,658878,787,13.791848952337094,3.1264014372829823,787,0.829275950850899,0.4461704063758717,1.5739339523616862,7,False,151-200,48,170
Eindhoven University of Technology,Eindhoven University of Technology,Eindhoven University of Technology,NL,https://openalex.org/I83019370,https://ror.org/02c2kyt77,23667,334662,334662,650,14.14044872607428,3.5193546026635447,650,0.85477669328601,0.4538059852729767,1.5087064286681833,6,False,301-400,152,400
Erasmus University Rotterdam,Erasmus University Rotterdam,Erasmus University Rotterdam,NL,https://openalex.org/I913958620,https://ror.org/057w15z03,27359,453336,453336,951,16.56990387075551,3.0648610121168924,951,0.8644321795387259,0.42516248324421346,1.476566270166392,6,True,101-150,148,89
Leiden University,Leiden University,Leiden University,NL,https://openalex.org/I121797337,https://ror.org/027bh9e22,32796,523399,523399,862,15.95923283327235,3.8827864877969938,862,0.8652274667642396,0.38504344880849617,1.0366401114373573,3,False,101-150,119,61
Maastricht University,Maastricht University,Maastricht University,NL,https://openalex.org/I34352273,https://ror.org/02jz4aj89,37497,625931,625931,833,16.692828759634104,3.3298463550179798,833,0.8801770808331333,0.3594220957070048,1.0476397360667358,5,True,301-400,254,183
